address,is24qa_bezugsfrei_ab,is24qa_etage,is24qa_flaeche,is24qa_kaltmiete,is24qa_nebenkosten,is24qa_zi,lat,lng,url,zip_region_country
"Walter-Benjamin-Platz 6,",03.2020,2 von 7,86 m²,1.300 €,,3,"52.50157596427059,",13.314498591198081,https://www.immobilienscout24.de/expose/114496737,10629 Berlin
"Kurfürstendamm 167,",sofort,1 von 5,37 m²,925 €,,1,"52.49979781318044,",13.308385843410848,https://www.immobilienscout24.de/expose/111433208,10707 Berlin
"Kaiserallee 27,",Sofort,2,"86,2 m²",820 €,,"2,2","52.41844194682213,",13.369025905603754,https://www.immobilienscout24.de/expose/113723347,12277 Berlin
"Bleibtreustraße 25,",Nach Vereinbarung,2,"109,55 m²",3.400 €,,3,"52.500629271613256,",13.319096176209825,https://www.immobilienscout24.de/expose/113751376,10707 Berlin
"Meyerbeerstr 33,",sofort,4 von 4,"82,5 m²",1.625 €,,3,"52.54707379815238,",13.45415853497772,https://www.immobilienscout24.de/expose/113410504,13088 Berlin
"Anna-Seghers-Straße 150,",sofort,3 von 3,"101,21 m²",1.063 €,,3,"52.43309696056823,",13.54652818421954,https://www.immobilienscout24.de/expose/113753496,12489 Berlin
"Bahrfeldtstraße 36,",01.12.2019,0 von 3,113 m²,1.435 €,,3,"52.49563364113362,",13.47052483456231,https://www.immobilienscout24.de/expose/113925681,10245 Berlin
"Am Zirkus 18,",01.11.2019,7 von 9,92 m²,1.700 €,,2,"52.52273036382165,",13.385736947129317,https://www.immobilienscout24.de/expose/113003927,10117 Berlin
,01.01.2020,13 von 16,100 m²,1.990 €,,4,,,https://www.immobilienscout24.de/expose/114168868,10557 Berlin
,01.02.2020,3 von 5,130 m²,2.490 €,,3,,,https://www.immobilienscout24.de/expose/114168943,10623 Berlin
"Flanaganstraße 17a,",Sofort,2,102 m²,1.250 €,,3,"52.45844773514006,",13.26983860162416,https://www.immobilienscout24.de/expose/114213922,14195 Berlin
"Antonienstr. 35,",ab sofort,,73 m²,584 €,,2,"52.57452132531064,",13.312644424857304,https://www.immobilienscout24.de/expose/114494751,13403 Berlin
"Rykestraße 50,",Sofort,2,"99,65 m²",2.491 €,,4,"52.53563887644517,",13.419065636780209,https://www.immobilienscout24.de/expose/114379903,10405 Berlin
"Driesener Straße 29,",sofort,3 von 5,"76,68 m²",989 €,,2,"52.55030539496432,",13.404807958217313,https://www.immobilienscout24.de/expose/114493588,10439 Berlin
"Kirchstr. 65 a,",sofort,1 von 3,64 m²,605 €,,2,"52.59242208253883,",13.393016316120306,https://www.immobilienscout24.de/expose/114089178,13158 Berlin
"Reinickendorfer Straße 4,",,2 von 4,78 m²,"979,40 €",,2,"52.540874920122384,",13.370339167129837,https://www.immobilienscout24.de/expose/114414026,13447 Berlin
"Finowstraße 8 A,",sofort,5 von 5,"89,44 m²",1.342 €,,2,"52.51221561420778,",13.46782836613385,https://www.immobilienscout24.de/expose/87512044,10247 Berlin
"Hechelstraße 42,",01.12.2019,2 von 3,"69,26 m²","592,87 €",,3,"52.569328321890005,",13.323365018689923,https://www.immobilienscout24.de/expose/92619108,13403 Berlin
"Martin-Luther-Straße 62,",Auf Wunsch ab sofort.,3 von 4,"174,28 m²",1.900 €,,5,"52.49093490129838,",13.344467744000093,https://www.immobilienscout24.de/expose/114369770,10779 Berlin
"Neuenburger Straße 19,",Auf Wunsch ab sofort,7 von 7,"274,42 m²",4.700 €,,5,"52.49964731985169,",13.399077135675597,https://www.immobilienscout24.de/expose/114468522,10969 Berlin
"Bratvogelweg 18,",1.12.2019,2 von 3,"59,92 m²","587,22 €",,2,"52.59284965538398,",13.376605921217248,https://www.immobilienscout24.de/expose/114487985,13158 Berlin
"Wurstmacherweg 30 b,",1.12.2019,3 von 3,"65,43 m²","608,50 €",,2,"52.59283932564173,",13.377639355486913,https://www.immobilienscout24.de/expose/114091962,13158 Berlin
"Kastanienallee 50 a,",1.12.2019,1 von 3,"80,54 m²","799,76 €",,2,"52.59171769246904,",13.378589868586902,https://www.immobilienscout24.de/expose/114488227,13158 Berlin
,sofort,5 von 5,"62,68 m²",630 €,,3,,,https://www.immobilienscout24.de/expose/87583472,10709 Berlin
"Waldowstraße 5,",15.11.2019,4 von 4,"65,4 m²","784,80 €",,2,"52.585909587411955,",13.40758969873608,https://www.immobilienscout24.de/expose/114196094,13156 Berlin
"Bödiker Strasse 7,",sofort,5 von 5,"59,71 m²","613,89 €",,3,"52.49944500916696,",13.463307195653874,https://www.immobilienscout24.de/expose/60161541,10245 Berlin
"Thaerstr. 46,",sofort,3 von 4,56 m²,950 €,,2,"52.5197567724014,",13.45333510870597,https://www.immobilienscout24.de/expose/114218173,10249 Berlin
,sofort,,90 m²,1.550 €,,3,,,https://www.immobilienscout24.de/expose/113411434,13086 Berlin - Weissensee
"Parksiedlung Spruch 3 bis 137,",01.01.2020,0 von 3,"59,33 m²","563,64 €",,"1,5","52.42152357954635,",13.412064752617928,https://www.immobilienscout24.de/expose/113960692,12349 Berlin
"Kantstr. 120-121,",sofort,2 von 4,"127,55 m²","1.658,15 €",,3,"52.50619788141989,",13.310019350776951,https://www.immobilienscout24.de/expose/108960666,10625 Berlin
"Mathildenstraße 3,",sofort,3 von 3,"55,5 m²",569 €,,2,"52.45950206756713,",13.52636550078397,https://www.immobilienscout24.de/expose/113131660,12459 Berlin
"Potsdamer Strasse 92,",sofort,5 von 6,"28,3 m²",680 €,,1,"52.50259825482595,",13.364788420826182,https://www.immobilienscout24.de/expose/110189941,10785 Berlin
"Weitbrucher Str. 29,",,0 von 1,"47,69 m²","524,59 €",,2,"52.41349585527573,",13.41607556705979,https://www.immobilienscout24.de/expose/100694213,12349 Berlin
"Schuckerplatz 3,",sofort,3 von 4,"74,32 m²","525,67 €",,"2,5","52.54214744373606,",13.27063568307983,https://www.immobilienscout24.de/expose/114085761,13629 Berlin
"Weskammstraße 1,",ab sofort,1 von 10,"82,47 m²","826,43 €",,3,"52.41590807671827,",13.35302723326286,https://www.immobilienscout24.de/expose/114482836,12279 Berlin
"Kurfürstendamm 167,",sofort,1 von 6,55 m²,1.390 €,,1,"52.49979781318044,",13.308385843410848,https://www.immobilienscout24.de/expose/113946639,10707 Berlin
"Kurfürstendamm 167,",sofort,3 von 5,35 m²,875 €,,1,"52.49979781318044,",13.308385843410848,https://www.immobilienscout24.de/expose/113946877,10707 Berlin
"Westfälische Str. 52,",15.12.2019,4 von 4,"28,57 m²",590 €,,1,"52.49646257856915,",13.292678224326485,https://www.immobilienscout24.de/expose/114483957,10711 Berlin
"Otto-Suhr-Allee 33,",15.11.2019,1 von 6,57 m²,1.250 €,,2,"52.51436759180345,",13.315388353479554,https://www.immobilienscout24.de/expose/114153319,10585 Berlin
,sofort,3 von 4,"65,43 m²",700 €,,2,,,https://www.immobilienscout24.de/expose/113948020,12555 Berlin
"Niebuhrstr. 55,",ab sofort,4 von 4,"54,35 m²","1.250,05 €",,2,"52.504427557266645,",13.308319541530668,https://www.immobilienscout24.de/expose/113930911,10629 Berlin
,sofort,2 von 5,100 m²,1.024 €,,3,,,https://www.immobilienscout24.de/expose/113947968,13509 Berlin
"Jägerstraße 35,",November,2,"203,38 m²",4.970 €,,4,"52.514415510659596,",13.397505442862851,https://www.immobilienscout24.de/expose/114261240,10117 Berlin
"Hainbuchenstr. 2,",01.12.2019,0 von 2,"95,38 m²",1.050 €,,4,"52.63455887830024,",13.27410631966917,https://www.immobilienscout24.de/expose/114484019,13465 Berlin
"Czeminskistraße 7,",sofort,3 von 5,"37,5 m²",750 €,,1,"52.48765904200057,",13.363980007120409,https://www.immobilienscout24.de/expose/113694097,10829 Berlin
"Ufnaustraße 2,",sofort,,"64,72 m²",1.105 €,,3,"52.529245730874145,",13.317419034776048,https://www.immobilienscout24.de/expose/113243596,10553 Berlin
"Lehrter Straße .,",01.12.2019,4,"53,75 m²",1.080 €,,2,"52.530608931917875,",13.361957498926749,https://www.immobilienscout24.de/expose/114487268,10557 Berlin
"Regensburger Straße 5,",01.01.2020,1 von 4,"95,34 m²","883,80 €",,3,"52.385142037297115,",13.416318856846486,https://www.immobilienscout24.de/expose/114391364,12309 Berlin
"Brandenburgische 13,",ab sofort,5 von 5,"84,2 m²",1.348 €,,3,"52.48953732412601,",13.315787755310838,https://www.immobilienscout24.de/expose/112943573,10713 Berlin
"Rigaer Straße 4,",sofort,5 von 6,97 m²,1.510 €,,3,"52.517981182608345,",13.454786150262802,https://www.immobilienscout24.de/expose/114198576,10247 Berlin
"Fregestraße 81,",sofort,1,"57,58 m²",1.204 €,,2,"52.47306192424937,",13.33812848104398,https://www.immobilienscout24.de/expose/114430222,12159 Berlin
"U-Bahnhof Hohenzollernplatz 00,",sofort/nach Vereinbarung,1 von 5,244 m²,2.880 €,,"7,5",,,https://www.immobilienscout24.de/expose/114283394,10717 Berlin
"Ebersstr. 65,",15.09.2019,4 von 4,"134,4 m²",1.550 €,,5,,,https://www.immobilienscout24.de/expose/113379670,10827 Berlin
"Greizer Straße 6A,",ab sofort,2 von 4,"55,39 m²","389,95 €",,2,"52.413995159422,",13.344257028241103,https://www.immobilienscout24.de/expose/114482833,12279 Berlin
"Johannesstraße 18-21,",Sofort,0 von 3,"66,93 m²","963,82 €",,2,"52.42296234172327,",13.258745249294424,https://www.immobilienscout24.de/expose/112319093,14165 Berlin-Zehlendorf
"Katharina-Boll-Dornberger-Str. 16,",frei,2 von 3,"75,72 m²","946,50 €",,3,"52.43507667729014,",13.528055054890453,https://www.immobilienscout24.de/expose/114360394,12489 Berlin
"Bayernallee 15,",01.10.2019,5 von 5,"190,55 m²","1.810,23 €",,5,"52.513703226910195,",13.261867241302665,https://www.immobilienscout24.de/expose/113930113,14052 Berlin
"Parkstraße 90 b,",ab sofort,2 von 5,"72,46 m²",1.029 €,,3,"52.55309458960155,",13.456234842356036,https://www.immobilienscout24.de/expose/114356794,13086 Berlin
"Goltzstraße 38,",November,5,60 m²,1.140 €,,2,"52.49308987984114,",13.35307629157702,https://www.immobilienscout24.de/expose/113743327,10781 Berlin
"Mariendorfer Weg 35,",16.01.2020,0 von 4,"112,31 m²","1.621,76 €",,3,"52.463412766162556,",13.422625295667972,https://www.immobilienscout24.de/expose/114117039,12051 Berlin
"Bizetstraße 83,",sofort,0 von 5,"72,2 m²","1.097,12 €",,3,"52.548795438034624,",13.45750929110673,https://www.immobilienscout24.de/expose/114032508,13088 Weißensee
"Weserstraße 68,",,5 von 5,34 m²,680 €,,1,"52.48175612086045,",13.443880004814444,https://www.immobilienscout24.de/expose/102688845,12045 Berlin
"Genthiner Str 40-46,",01.12.2019,1 von 7,45 m²,980 €,,2,"52.50219479881289,",13.358236636578077,https://www.immobilienscout24.de/expose/114472693,10961 Berlin
"Wilseder Straße 16,",sofort,6 von 6,"102,42 m²",1.434 €,,3,"52.45161969063468,",13.341095045570327,https://www.immobilienscout24.de/expose/114181997,12169 Berlin
"Zur Börse 26,",01.12.2019,,"214,24 m²",2.345 €,,6,"52.52250780845646,",13.458049347981682,https://www.immobilienscout24.de/expose/114254799,10247 Berlin
"Antonienstr 56,",sofort,4 von 4,90 m²,990 €,,3,"52.570658757703875,",13.31135829366836,https://www.immobilienscout24.de/expose/114116443,13403 Berlin
"Schuckertdamm 316A,",sofort,0 von 2,"57,03 m²",520 €,,2,"52.542388119298955,",13.269829650513586,https://www.immobilienscout24.de/expose/114430741,13629 Berlin
"Koloniestr. 11/12,",01.10.2019,,21 m²,500 €,,1,"52.55577560912244,",13.377797243290331,https://www.immobilienscout24.de/expose/105942908,13357 Berlin
"Cecilienstraße 187,",ab sofort,4 von 6,"79,24 m²","791,61 €",,3,"52.52698561575683,",13.574976754183725,https://www.immobilienscout24.de/expose/114482876,12683 Berlin
"Kaiser-Friedrich-Straße 14,",sofort,5 von 5,91 m²,1.670 €,,4,"52.515032813912825,",13.300295274353589,https://www.immobilienscout24.de/expose/108003407,10585 Berlin
,nach Absprache,2 von 4,150 m²,2.100 €,,5,,,https://www.immobilienscout24.de/expose/113162444,12163 Berlin
"Karlsruher Straße 18A,",01.11.2019,1 von 1,"65,5 m²",1.200 €,,2,"52.501227720818015,",13.294355217439882,https://www.immobilienscout24.de/expose/112437915,10711 Berlin
"Kantstraße 149,",,5 von 5,214 m²,3.565 €,,5,"52.50538335923396,",13.324515090972092,https://www.immobilienscout24.de/expose/112435447,10623 Berlin
"Geisbergstr. 42,",nach Absprache,4 von 4,66 m²,1.100 €,,3,"52.496914412035764,",13.343786692744038,https://www.immobilienscout24.de/expose/113149277,10777 Berlin
,sofort,3 von 4,"73,6 m²",736 €,,3,,,https://www.immobilienscout24.de/expose/113341033,13595 Berlin
"Hofzeichendamm 13b ,",sofort,,"66,88 m²","802,56 €",,2,"52.614608047367284,",13.489696070240903,https://www.immobilienscout24.de/expose/110177789,13125 Berlin
"Am Hohen Feld 125a ,",sofort,1 von 4,"66,67 m²","800,04 €",,2,"52.61346372632262,",13.495876315916552,https://www.immobilienscout24.de/expose/108761417,13125 Berlin
"Am Hohen Feld 125a ,",sofort,,"89,15 m²","1.158,95 €",,3,"52.61346372632262,",13.495876315916552,https://www.immobilienscout24.de/expose/111945160,13125 Berlin
"Am Hohen Feld 125a ,",sofort,,"67,71 m²","798,98 €",,2,"52.61346372632262,",13.495876315916552,https://www.immobilienscout24.de/expose/109379660,13125 Berlin
"Hofzeichendamm 13b ,",sofort,2 von 4,"62,44 m²","780,50 €",,2,"52.614608047367284,",13.489696070240903,https://www.immobilienscout24.de/expose/108484203,13125 Berlin
"Hochstraße 11d,",01.02.2020,2,70 m²,769 €,,"2,5","52.547476647392045,",13.380487934639802,https://www.immobilienscout24.de/expose/83572221,13357 Berlin
"Am Hohen Feld 125a ,",sofort,2 von 4,"66,61 m²","799,32 €",,2,"52.61346372632262,",13.495876315916552,https://www.immobilienscout24.de/expose/109894326,13125 Berlin
"Stresemannstraße 61,",06.02.2020,5,"53,23 m²","931,53 €",,2,"52.50252453936674,",13.38425909514339,https://www.immobilienscout24.de/expose/114351704,10963 Berlin
"Dietzgenstraße 45,",sofort,,"113,5 m²",1.140 €,,2,"52.584237020839936,",13.402758282279008,https://www.immobilienscout24.de/expose/114353431,13156 Berlin
"Bohnsdorfer Weg 127,",01.12.2019,2 von 3,"81,85 m²","818,50 €",,3,"52.406310319397306,",13.551186609335783,https://www.immobilienscout24.de/expose/114482750,12524 Berlin
"Thurneysserstrasse 1,",01.01.2020,,"64,7 m²",532 €,,2,"52.55084584150801,",13.378148622270794,https://www.immobilienscout24.de/expose/92484891,13357 Berlin
"Markstr. 25,",01.02.2020,4,"40,01 m²",416 €,,1,"52.55920194281119,",13.365456733235675,https://www.immobilienscout24.de/expose/114466553,13409 Berlin
"Lübecker Straße 24,",01.02.2020,3,"72,45 m²",1.091 €,,3,"52.530673391993815,",13.345677393707337,https://www.immobilienscout24.de/expose/80852129,10559 Berlin
,01.02.2020,1 von 2,"132,8 m²",1.129 €,,4,,,https://www.immobilienscout24.de/expose/114467991,14089 Berlin
"Innsbrucker Straße 18,",sofort,5 von 6,"129,72 m²","2.561,18 €",,4,"52.481753181895165,",13.34208681421571,https://www.immobilienscout24.de/expose/114466127,10825 Berlin
"Schudomastraße 11,",01.01.2020,4,"114,05 m²",1.175 €,,4,"52.47355635329613,",13.450717958296323,https://www.immobilienscout24.de/expose/73891953,12055 Berlin
"Manitiusstraße 12,",sofort,0 von 5,"93,75 m²","1.440,24 €",,"3,5","52.490765737108575,",13.433556536057113,https://www.immobilienscout24.de/expose/114356850,12047 Neukölln
"Klaustaler Straße 29,",01.01.2020,3,"63,75 m²",688 €,,2,"52.573675795609766,",13.421696835531733,https://www.immobilienscout24.de/expose/74789098,13187 Berlin
"Bergmannstraße 109,",16.11.2019,4 von 5,"116,54 m²",2.097 €,,3,"52.49026225956878,",13.38796573764405,https://www.immobilienscout24.de/expose/114358000,10961 Berlin
"Hentzeweg 1,",01.01.2020,0 von 2,"49,33 m²","616,63 €",,2,"52.61280248619844,",13.496335108270767,https://www.immobilienscout24.de/expose/114085658,13125 Berlin
"Czeminskistraße 7,",sofort,1 von 7,"88,2 m²",1.450 €,,3,"52.48765904200057,",13.363980007120409,https://www.immobilienscout24.de/expose/114184659,10829 Berlin
"Palisadenstraße 44,",sofort,2 von 6,"56,61 m²",735 €,,2,"52.518547240987665,",13.438966811113914,https://www.immobilienscout24.de/expose/113698830,10243 Berlin
"Leberstraße 23,",sofort,4 von 6,"65,85 m²",1.150 €,,2,"52.48405871888181,",13.361799279244018,https://www.immobilienscout24.de/expose/107258264,10829 Berlin
"Mittelheide 23,",sofort,1 von 3,"68,85 m²","886,35 €",,"2,5","52.46266549131545,",13.586205704446085,https://www.immobilienscout24.de/expose/104025750,12555 Berlin
"Spenerstraße 16,",sofort,6 von 7,"93,96 m²","1.557,27 €",,4,"52.520594186364356,",13.352386133013693,https://www.immobilienscout24.de/expose/113927957,10557 Berlin
"Archenholdstraße 1,",sofort,2 von 6,"69,93 m²","946,81 €",,2,"52.50902192287664,",13.505108454640604,https://www.immobilienscout24.de/expose/114451594,10315 Berlin
"Mohrenstraße 2,",01.02.2020,5 von 7,"162,5 m²",2.300 €,,4,"52.510968281913314,",13.38557724040454,https://www.immobilienscout24.de/expose/113810246,10117 Berlin
"Weichselstraße 18,",sofort,,"49,84 m²","825,39 €",,2,"52.486195387586505,",13.435708087545564,https://www.immobilienscout24.de/expose/114338322,12045 Berlin
"Schönleinstraße 23,",sofort,2 von 3,110 m²,2.200 €,,2,"52.49041473752204,",13.42039937977041,https://www.immobilienscout24.de/expose/114063174,10967 Berlin
"Grolmannstr 16,",sofort,5 von 5,"228,31 m²","2.938,35 €",,5,"52.50823488538769,",13.319697472078428,https://www.immobilienscout24.de/expose/113004610,10623 Berlin
"Franz-Jacob-Straße 3,",sofort,8 von 18,"30,36 m²",585 €,,1,"52.52522849826456,",13.464468087286956,https://www.immobilienscout24.de/expose/114338961,10369 Berlin
"Seestraße 118,",01.12.2019,1,50 m²,850 €,,2,"52.547363528174515,",13.344528577673541,https://www.immobilienscout24.de/expose/114436217,13353 Berlin
"Marburger Str 2,",sofort,5 von 5,247 m²,2.470 €,,7,"52.50323464448352,",13.336668474084664,https://www.immobilienscout24.de/expose/113617210,10789 Berlin-Charlottenburg
"Neustrelitzer Straße 22,",sofort,4 von 4,"62,48 m²",820 €,,3,"52.53671977179136,",13.491096111650496,https://www.immobilienscout24.de/expose/114344774,13055 Berlin
"Malteserstr. 154,",01.07.2019,0 von 4,"68,66 m²",584 €,,2,"52.41817340597518,",13.360585028888316,https://www.immobilienscout24.de/expose/112067009,12277 Berlin
"Unter den Eichen 97,",sofort,1 von 3,93 m²,800 €,,3,"52.44565595346728,",13.294658038388956,https://www.immobilienscout24.de/expose/84483254,12203 Berlin
,sofort,1 von 5,"38,13 m²",420 €,,1,,,https://www.immobilienscout24.de/expose/40521859,10709 Berlin
"Lehrter Str. 23,",sofort,1 von 5,101 m²,2.000 €,,4,"52.53063795559845,",13.36222907101032,https://www.immobilienscout24.de/expose/114304362,10557 Berlin
"Buchstraße 8,",01.10.19,1,55 m²,495 €,,2,"52.540133283144,",13.34788757382209,https://www.immobilienscout24.de/expose/113562704,13353 Berlin
"Angerburger Allee 37,",sofort,1,"77,45 m²",779 €,,2,"52.509627549942856,",13.222588996805227,https://www.immobilienscout24.de/expose/114467426,14055 Berlin
"Gervinusstr. 45,",01.11.2019,4 von 5,"34,87 m²",1.205 €,,1,"52.504286707809946,",13.305437219806048,https://www.immobilienscout24.de/expose/114465857,10629 Berlin
"Gervinusstr. 45,",01.11.2019,5 von 5,"39,4 m²",1.205 €,,1,"52.504286707809946,",13.305437219806048,https://www.immobilienscout24.de/expose/114465540,10629 Berlin
"Gervinusstr. 45,",01.11.2019,5 von 5,"23,62 m²",980 €,,1,"52.504286707809946,",13.305437219806048,https://www.immobilienscout24.de/expose/114465565,10629 Berlin
"Gervinusstr. 44,",01.11.2019,5 von 5,"38,36 m²",1.205 €,,1,"52.503407051127034,",13.301857940667322,https://www.immobilienscout24.de/expose/114465590,10629 Berlin
"Gervinusstr. 44,",01.11.2019,4 von 5,"25,85 m²",980 €,,1,"52.503407051127034,",13.301857940667322,https://www.immobilienscout24.de/expose/114466105,10629 Berlin
"Gervinusstr. 44,",01.11.2019,4 von 5,"36,75 m²",1.205 €,,1,"52.503407051127034,",13.301857940667322,https://www.immobilienscout24.de/expose/114466048,10629 Berlin
"Angerburger Allee 39,",sofort,7,"68,34 m²",699 €,,2,"52.50961291150342,",13.222797391628013,https://www.immobilienscout24.de/expose/114467958,14055 Berlin
"Angerburger Allee 47,",sofort,6,"47,76 m²",549 €,,2,"52.509207160154084,",13.221227743112491,https://www.immobilienscout24.de/expose/114468527,14055 Berlin
"Schliemannstr. 45,",sofort,4 von 4,75 m²,999 €,,2,"52.54152684035377,",13.416455456035004,https://www.immobilienscout24.de/expose/114469292,10437 Berlin
"Angerburger Allee 49,",sofort,3,"83,73 m²",869 €,,3,"52.509189728556635,",13.221196586537022,https://www.immobilienscout24.de/expose/114471148,14055 Berlin
"Düsseldorfer Str. 56a,",nach Vereinbarung,,64 m²,1.050 €,,3,"52.496333855009354,",13.316269392468655,https://www.immobilienscout24.de/expose/114471381,10707 Berlin
"Angerburger Allee 51,",sofort,9,"47,76 m²",549 €,,1,"52.50944880132407,",13.221409454871056,https://www.immobilienscout24.de/expose/114471568,14055 Berlin
"Mainzer Straße 58,",15.12.2019,2 von 5,87 m²,1.200 €,,3,"52.48423979573633,",13.427679763023013,https://www.immobilienscout24.de/expose/114471313,12053 Berlin
"Angerburger Allee 51,",sofort,6,"47,76 m²",549 €,,1,"52.50944880132407,",13.221409454871056,https://www.immobilienscout24.de/expose/114471408,14055 Berlin
"Angerburger Allee 51,",sofort,4,"47,76 m²",549 €,,1,"52.50944880132407,",13.221409454871056,https://www.immobilienscout24.de/expose/114472024,14055 Berlin
"Angerburger Allee 55,",sofort,9,"47,76 m²",549 €,,1,"52.509207160154084,",13.221227743112491,https://www.immobilienscout24.de/expose/114473883,14055 Berlin
"Angerburger Allee 53,",sofort,4,"83,73 m²",869 €,,3,"52.509207160154084,",13.221227743112491,https://www.immobilienscout24.de/expose/114473623,14055 Berlin
,1.12.2019 nach Vereinbarung,,171 m²,2.950 €,,5,,,https://www.immobilienscout24.de/expose/114475842,10629 Berlin
"Genslerstr. 17 A,",16.12.2019,3 von 5,56 m²,"632,80 €",,2,"52.53986658935039,",13.49819565661049,https://www.immobilienscout24.de/expose/114465408,13055 Berlin
"Nesselweg 17,",01.08.2020,,"115,82 m²",1.390 €,,4,"52.59779790986683,",13.381187192732423,https://www.immobilienscout24.de/expose/114361877,13158 Berlin
"Stargarderstr. 73,",sofort,,67 m²,"940,01 €",,"2,5","52.546941232301236,",13.417387640589805,https://www.immobilienscout24.de/expose/114361488,10437 Berlin
"Flemmingstr. 35,",15.12.2019,2 von 3,"69,7 m²",779 €,,3,"52.4456090540715,",13.568557715144458,https://www.immobilienscout24.de/expose/114360986,12555 Berlin
"Nesselweg 17,",01.08.2020,1 von 3,"59,39 m²",810 €,,2,"52.59779790986683,",13.381187192732423,https://www.immobilienscout24.de/expose/114361890,13158 Berlin
"Nesselweg 17,",01.08.2020,,"126,14 m²",1.520 €,,5,"52.59779790986683,",13.381187192732423,https://www.immobilienscout24.de/expose/114361862,13158 Berlin
"Nesselweg 17,",01.08.2020,,"95,57 m²",1.210 €,,3,"52.59779790986683,",13.381187192732423,https://www.immobilienscout24.de/expose/114361888,13158 Berlin
"Nesselweg 17,",01.08.2020,3 von 3,"76,46 m²",1.080 €,,3,"52.59779790986683,",13.381187192732423,https://www.immobilienscout24.de/expose/114361894,13158 Berlin
"Nesselweg 17,",01.08.2020,1 von 3,"122,91 m²",1.530 €,,5,"52.59779790986683,",13.381187192732423,https://www.immobilienscout24.de/expose/114361879,13158 Berlin
"Malteserstraße 148,",30.11.2019,1 von 4,60 m²,1.099 €,,2,"52.418634226536575,",13.360096512032857,https://www.immobilienscout24.de/expose/114364003,12277 Berlin
"Malteserstraße 148,",,2 von 4,30 m²,747 €,,1,"52.418634226536575,",13.360096512032857,https://www.immobilienscout24.de/expose/114364116,12277 Berlin
"Malteserstraße 148,",30.11.2019,1 von 4,60 m²,995 €,,2,"52.418634226536575,",13.360096512032857,https://www.immobilienscout24.de/expose/114364156,12277 Berlin
"Malteserstraße 148,",15.11.2019,2 von 4,63 m²,1.094 €,,2,"52.418634226536575,",13.360096512032857,https://www.immobilienscout24.de/expose/114363872,12277 Berlin
"Lindenstraße 28,",,5 von 5,29 m²,509 €,,1,"52.453157630042085,",13.568000075431792,https://www.immobilienscout24.de/expose/114364326,12555 Berlin
"Stargarderstr. 73,",sofort,,"51,64 m²","699,20 €",,"2,5","52.546941232301236,",13.417387640589805,https://www.immobilienscout24.de/expose/114364385,10437 Berlin
"Heynstraße 24,",,3 von 4,22 m²,614 €,,1,"52.56391332146808,",13.402924581413659,https://www.immobilienscout24.de/expose/114364395,13187 Berlin
"Tempelhofer Weg 2A,",sofort,2 von 3,"63,48 m²",746 €,,"2,5","52.460101075936564,",13.418325603389965,https://www.immobilienscout24.de/expose/114366141,12099 Berlin
"Stallschreiber Straße 30,",,3 von 5,"76,6 m²",1.593 €,,3,"52.507391607393,",13.406479344219527,https://www.immobilienscout24.de/expose/114364445,10969 Berlin
"Stallschreiber Straße 28,",,3 von 5,"86,3 m²",1.793 €,,3,"52.507391607393,",13.406479344219527,https://www.immobilienscout24.de/expose/114364476,10969 Berlin
"Driesener Straße 29,",sofort,0 von 4,"54,3 m²",760 €,,2,"52.5501595109355,",13.405455882502217,https://www.immobilienscout24.de/expose/114366117,10439 Berlin
"Tauroggener Straße 35B,",01.01.2020,3 von 4,"115,62 m²",1.815 €,,4,"52.525995154760544,",13.301990980275606,https://www.immobilienscout24.de/expose/114359131,10589 Berlin
"Regattastr. 31,",sofort,5 von 5,"111,89 m²","1.424,98 €",,3,"52.425466358744835,",13.575145676795936,https://www.immobilienscout24.de/expose/114249717,12527 Berlin
"Beuselstraße 79,",01.12.2019,1 von 4,65 m²,734 €,,2,"52.526655325677574,",13.328065009067034,https://www.immobilienscout24.de/expose/114230445,10553 Berlin
"Eichborndamm 25,",sofort,0,44 m²,399 €,,1,"52.570326088634886,",13.312517432902315,https://www.immobilienscout24.de/expose/114250334,13403 Berlin
"Wartenberger Straße 40 A,",16.12.2019,4 von 6,"73,83 m²",1.000 €,,3,"52.56589130273254,",13.509687924546023,https://www.immobilienscout24.de/expose/114251057,13053 Berlin
"Wartenberger Straße 40 B,",16.12.2019,2 von 6,"60,74 m²",760 €,,2,"52.56589130273254,",13.509687924546023,https://www.immobilienscout24.de/expose/114250822,13053 Berlin
"Wartenberger Straße 40 A,",16.12.2019,4 von 6,"90,2 m²",1.165 €,,4,"52.56589130273254,",13.509687924546023,https://www.immobilienscout24.de/expose/114251068,13053 Berlin
"Sonnenallee 77,",sofort,2 von 5,49 m²,649 €,,2,"52.483843688642686,",13.436875860530616,https://www.immobilienscout24.de/expose/114250403,12045 Berlin
"Nantesstraße 72,",01.03.2020,,"46,24 m²",630 €,,2,"52.604547570757255,",13.418737961550486,https://www.immobilienscout24.de/expose/114252500,13127 Berlin
"Nantesstraße 72,",01.03.2020,2 von 4,"84,87 m²",1.080 €,,3,"52.604547570757255,",13.418737961550486,https://www.immobilienscout24.de/expose/114252638,13127 Berlin
"Nantesstraße 74,",01.03.2020,4 von 4,"74,64 m²",980 €,,2,"52.60459730217847,",13.418591790044845,https://www.immobilienscout24.de/expose/114252578,13127 Berlin
